Record Length,1.024000e+03,,          0.00000,   5.83090,
Sample Interval,2.466067e+00,,          2.46607,   3.03090,
Trigger Point,0.000000000000e+00,,          4.93213, -40.96910,
,,,          7.39820, -40.96910,
,,,          9.86427, -40.96910,
,,,         12.33033, -40.96910,
Source,MATH,,         14.79640, -40.96910,
Vertical Units,dB,,         17.26247, -40.96910,
Vertical Scale,1.000000e+01,,         19.72854, -40.96910,
Vertical Offset,0.000000e+00,,         22.19460, -40.96910,
Horizontal Units,Hz,,         24.66067, -40.96910,
Horizontal Scale,2.525253e+02,,         27.12674, -36.96910,
Pt Fmt,Y,,         29.59280, -40.96910,
Yzero,-9.691000e-01,,         32.05887, -39.76910,
Probe Atten,1.000000e+00,,         34.52494, -40.96910,
Model Number,TDS2012B,,         36.99100, -40.96910,
Serial Number,C056495,,         39.45707, -39.76910,
Firmware Version,FV:v22.01,,         41.92314, -40.96910,
,,,44.38921, -40.96910,
,,,46.85528, -40.96910,
,,,49.32135, -39.76910,
,,,51.78742, -40.96910,
,,,54.25349, -39.76910,
,,,56.71956, -40.96910,
,,,59.18563, -40.96910,
,,,61.65170, -40.96910,
,,,64.11777, -40.96910,
,,,66.58384, -40.96910,
,,,69.04991, -39.76910,
,,,71.51598, -39.76910,
,,,73.98205, -40.96910,
,,,76.44812, -40.96910,
,,,78.91419, -40.96910,
,,,81.38026, -40.96910,
,,,83.84633, -40.96910,
,,,86.31240, -40.96910,
,,,88.77847, -40.96910,
,,,91.24454, -40.96910,
,,,93.71061, -40.96910,
,,,96.17668, -40.96910,
,,,98.64275, -40.96910,
,,,101.10882, -40.96910,
,,,103.57489, -40.96910,
,,,106.04096, -40.96910,
,,,108.50703, -40.96910,
,,,110.97310, -40.96910,
,,,113.43917, -40.96910,
,,,115.90524, -40.96910,
,,,118.37131, -40.96910,
,,,120.83738, -40.96910,
,,,123.30345, -40.96910,
,,,125.76952, -40.96910,
,,,128.23559, -40.96910,
,,,130.70166, -40.96910,
,,,133.16773, -39.76910,
,,,135.63380, -40.96910,
,,,138.09987, -40.96910,
,,,140.56594, -40.96910,
,,,143.03201, -40.96910,
,,,145.49808, -40.96910,
,,,147.96415, -40.96910,
,,,150.43022, -40.96910,
,,,152.89629, -40.96910,
,,,155.36236, -40.96910,
,,,157.82843, -39.76910,
,,,160.29450, -39.76910,
